tenure,amount,rate,residence,age,credits,maintenance,history,savings,employment,property,job,status,purpose,guarantor,installments,housing,telephone,foreign,sex,personal,label
12,836,4,2,23,1,1,so far so good,"[100, 500)","[0, 1)",building savings / life insurance,unskilled,petty,car,none,loan,ownership,none,True,female,female divorced/separated/married,1
20,6468,1,4,60,1,1,so far so good,no savings,unemployed,real estate,white color,petty,used car,none,none,ownership,yes,True,male,male divorced/separated,0
18,1941,4,2,35,1,1,so far so good,"[1000, inf)","[1, 4)",building savings / life insurance,unskilled,petty,business,none,none,ownership,yes,True,male,male single,0
22,2675,3,4,40,1,1,so far so good,"[500, 1000)","[7, inf)",car,skilled,no account,television,none,none,ownership,none,True,male,male single,0
48,2751,4,3,38,2,2,critical,no savings,"[7, inf)",car,skilled,no account,used car,none,none,ownership,yes,True,male,male single,0
48,6224,4,4,50,1,1,delay,"[0, 100)","[7, inf)",none,skilled,petty,education,none,none,without payment,none,True,male,male single,1
40,5998,4,3,27,1,1,critical,"[0, 100)","[1, 4)",none,skilled,overdrawn,education,none,loan,ownership,yes,True,male,male single,1
21,1188,2,4,39,1,2,so far so good,"[0, 100)","[7, inf)",building savings / life insurance,skilled,petty,business,none,none,ownership,none,True,female,female divorced/separated/married,1
24,6313,3,4,41,1,2,so far so good,no savings,"[7, inf)",car,white color,no account,used car,none,none,ownership,yes,True,male,male single,0
6,1221,1,2,27,2,1,critical,no savings,"[1, 4)",building savings / life insurance,skilled,no account,furniture,none,none,ownership,none,True,male,male married/widowed,0
24,2892,3,4,51,1,1,so far so good,"[0, 100)","[7, inf)",none,skilled,salary,furniture,none,none,without payment,none,True,male,male divorced/separated,0
24,3062,4,3,32,1,1,so far so good,"[500, 1000)","[7, inf)",none,skilled,no account,furniture,none,none,rent,yes,True,male,male single,0
9,2301,2,4,22,1,1,so far so good,"[100, 500)","[0, 1)",building savings / life insurance,skilled,no account,furniture,none,none,rent,none,True,female,female divorced/separated/married,0
18,7511,1,4,51,1,2,so far so good,no savings,"[7, inf)",building savings / life insurance,skilled,overdrawn,used car,none,none,without payment,yes,True,male,male single,1
12,1258,2,4,22,2,1,critical,"[0, 100)","[0, 1)",building savings / life insurance,unskilled,no account,furniture,none,none,rent,none,True,female,female divorced/separated/married,0
24,717,4,4,54,2,1,delay,no savings,"[7, inf)",car,skilled,no account,car,none,none,ownership,yes,True,male,male married/widowed,0
9,1549,4,2,35,1,1,so far so good,no savings,"[0, 1)",real estate,unemployed/unskilled non-resident,petty,car,none,none,ownership,none,True,male,male single,0
24,1597,4,4,54,2,2,critical,"[0, 100)","[7, inf)",none,skilled,no account,education,none,none,without payment,none,True,male,male single,0
18,1795,3,4,48,2,1,critical,"[0, 100)","[7, inf)",real estate,unskilled,petty,television,guarantor,loan,rent,yes,True,female,female divorced/separated/married,0
20,4272,1,4,24,2,1,critical,"[0, 100)","[7, inf)",building savings / life insurance,skilled,overdrawn,furniture,none,none,ownership,none,True,female,female divorced/separated/married,0
12,976,4,4,35,2,1,critical,no savings,"[7, inf)",car,skilled,no account,television,none,none,ownership,none,True,male,male single,0
12,7472,1,2,24,1,1,so far so good,no savings,unemployed,real estate,unemployed/unskilled non-resident,petty,car,none,none,rent,none,True,female,female divorced/separated/married,0
36,9271,2,1,24,1,1,so far so good,"[0, 100)","[4, 7)",car,skilled,overdrawn,car,none,none,ownership,yes,True,male,male single,1
6,590,3,3,26,1,1,so far so good,"[0, 100)","[0, 1)",real estate,unskilled,petty,television,none,none,ownership,none,False,male,male married/widowed,0
12,930,4,4,65,4,1,critical,no savings,"[7, inf)",real estate,skilled,no account,television,none,none,ownership,none,True,male,male single,0
42,9283,1,2,55,1,1,duly paid back,"[0, 100)",unemployed,none,white color,petty,used car,none,loan,without payment,yes,True,male,male single,0
15,1778,2,1,26,2,1,no loans,"[0, 100)","[0, 1)",real estate,unemployed/unskilled non-resident,petty,car,none,none,rent,none,True,female,female divorced/separated/married,1
8,907,3,2,26,1,1,so far so good,"[0, 100)","[0, 1)",real estate,skilled,petty,business,none,none,ownership,yes,True,male,male married/widowed,0
6,484,3,3,28,1,1,so far so good,"[0, 100)","[4, 7)",real estate,unskilled,petty,television,guarantor,loan,ownership,none,True,male,male married/widowed,0
36,9629,4,4,24,2,1,critical,"[0, 100)","[4, 7)",car,skilled,overdrawn,used car,none,none,ownership,yes,True,male,male single,1
48,3051,3,4,54,1,1,so far so good,"[0, 100)","[1, 4)",car,skilled,overdrawn,appliances,none,none,ownership,none,True,male,male single,1
48,3931,4,4,46,1,2,so far so good,"[0, 100)","[4, 7)",none,skilled,overdrawn,car,none,none,without payment,none,True,male,male single,1
36,7432,2,2,54,1,1,delay,"[0, 100)","[1, 4)",building savings / life insurance,skilled,petty,car,none,none,rent,none,True,female,female divorced/separated/married,0
6,1338,1,4,62,1,1,so far so good,"[500, 1000)","[1, 4)",real estate,skilled,no account,appliances,none,none,ownership,none,True,male,male divorced/separated,0
6,1554,1,2,24,2,1,critical,"[0, 100)","[4, 7)",car,skilled,no account,television,none,none,rent,yes,True,female,female divorced/separated/married,0
36,15857,2,3,43,1,1,so far so good,"[0, 100)",unemployed,car,white color,overdrawn,other,co-applicant,none,ownership,none,True,male,male divorced/separated,0
18,1345,4,3,26,1,1,so far so good,"[0, 100)","[1, 4)",real estate,skilled,overdrawn,television,none,loan,ownership,none,True,male,male married/widowed,1
12,1101,3,2,27,2,1,so far so good,"[0, 100)","[1, 4)",real estate,skilled,no account,car,none,none,ownership,yes,True,male,male married/widowed,0
12,3016,3,1,24,1,1,so far so good,"[0, 100)","[1, 4)",car,skilled,salary,television,none,none,ownership,none,True,male,male married/widowed,0
36,2712,2,2,41,1,2,so far so good,"[0, 100)","[7, inf)",building savings / life insurance,skilled,overdrawn,furniture,none,loan,ownership,none,True,male,male single,1
8,731,4,4,47,2,1,critical,"[0, 100)","[7, inf)",real estate,unskilled,overdrawn,car,none,none,ownership,none,True,male,male single,0
18,3780,3,2,35,2,1,critical,"[0, 100)","[0, 1)",car,white color,no account,furniture,none,none,ownership,yes,True,male,male divorced/separated,0
21,1602,4,3,30,2,1,critical,"[0, 100)","[7, inf)",car,skilled,overdrawn,car,none,none,ownership,yes,True,male,male married/widowed,0
18,3966,1,4,33,3,1,critical,"[0, 100)","[7, inf)",real estate,skilled,overdrawn,car,none,loan,rent,yes,True,female,female divorced/separated/married,1
18,4165,2,2,36,2,2,no loans,"[0, 100)","[1, 4)",car,skilled,no account,business,none,consumer,ownership,none,True,male,male single,1
36,8335,3,4,47,1,1,so far so good,no savings,"[7, inf)",none,skilled,overdrawn,used car,none,none,without payment,none,True,male,male single,1
48,6681,4,4,38,1,2,delay,no savings,"[1, 4)",none,skilled,petty,business,none,none,without payment,yes,True,male,male single,0
24,2375,4,2,44,2,2,delay,"[500, 1000)","[1, 4)",car,skilled,no account,business,none,none,ownership,yes,True,male,male single,0
18,1216,4,3,23,1,1,so far so good,"[0, 100)","[0, 1)",car,skilled,overdrawn,car,none,none,rent,yes,True,female,female divorced/separated/married,1
45,11816,2,4,29,2,1,no loans,"[0, 100)","[7, inf)",car,skilled,overdrawn,business,none,none,rent,none,True,male,male single,1
24,5084,2,4,42,1,1,so far so good,no savings,"[7, inf)",car,skilled,petty,television,none,none,ownership,yes,True,female,female divorced/separated/married,0
15,2327,2,3,25,1,1,so far so good,"[0, 100)","[0, 1)",real estate,unskilled,salary,television,none,none,ownership,none,True,female,female divorced/separated/married,1
12,1082,4,4,48,2,1,no loans,"[0, 100)","[1, 4)",car,skilled,overdrawn,car,none,loan,ownership,none,True,male,male single,1
12,886,4,2,21,1,1,so far so good,no savings,"[1, 4)",car,skilled,no account,television,none,none,ownership,none,True,female,female divorced/separated/married,0
4,601,1,3,23,1,2,so far so good,"[0, 100)","[0, 1)",real estate,unskilled,no account,furniture,none,none,rent,none,True,female,female divorced/separated/married,0
24,2957,4,4,63,2,1,critical,"[0, 100)","[7, inf)",building savings / life insurance,skilled,overdrawn,used car,none,none,ownership,yes,True,male,male single,0
24,2611,4,3,46,2,1,critical,"[0, 100)","[7, inf)",real estate,skilled,no account,television,co-applicant,none,ownership,none,True,male,male married/widowed,0
36,5179,4,2,29,1,1,so far so good,"[0, 100)","[4, 7)",building savings / life insurance,skilled,overdrawn,furniture,none,none,ownership,none,True,male,male single,1
21,2993,3,2,28,2,1,delay,"[0, 100)","[1, 4)",real estate,unskilled,no account,used car,none,consumer,ownership,none,True,male,male single,0
18,1943,4,4,23,1,1,so far so good,"[0, 100)","[0, 1)",real estate,skilled,no account,repairs,none,none,ownership,none,True,female,female divorced/separated/married,1
24,1559,4,4,50,1,1,duly paid back,"[0, 100)","[4, 7)",car,skilled,no account,business,none,loan,ownership,yes,True,male,male single,0
18,3422,4,4,47,3,2,so far so good,"[0, 100)","[7, inf)",building savings / life insurance,skilled,no account,furniture,none,loan,ownership,yes,True,male,male single,0
21,3976,2,3,35,1,1,so far so good,no savings,"[4, 7)",car,skilled,petty,furniture,none,none,ownership,yes,True,male,male single,0
18,6761,2,4,68,2,1,so far so good,no savings,"[1, 4)",car,skilled,no account,car,none,none,rent,none,True,male,male single,1
24,1249,4,2,28,1,1,so far so good,"[0, 100)","[0, 1)",real estate,skilled,no account,car,none,none,ownership,none,True,male,male married/widowed,0
9,1364,3,4,59,1,1,so far so good,"[0, 100)","[4, 7)",real estate,skilled,overdrawn,television,none,none,ownership,none,True,male,male single,0
12,709,4,4,57,1,1,so far so good,"[0, 100)","[7, inf)",real estate,unskilled,overdrawn,television,none,consumer,ownership,none,True,male,male single,1
20,2235,4,2,33,2,1,critical,"[0, 100)","[1, 4)",building savings / life insurance,skilled,overdrawn,car,guarantor,loan,rent,none,False,male,male married/widowed,1
24,4042,3,4,43,2,1,critical,no savings,"[4, 7)",building savings / life insurance,skilled,no account,used car,none,none,ownership,yes,True,male,male single,0
15,1471,4,4,35,2,1,critical,"[0, 100)","[1, 4)",none,skilled,no account,television,none,none,without payment,yes,True,male,male single,0
18,1442,4,4,32,2,2,duly paid back,"[0, 100)","[4, 7)",none,unskilled,overdrawn,car,none,none,without payment,none,True,male,male single,1
36,10875,2,2,45,2,2,delay,"[0, 100)","[7, inf)",car,skilled,no account,car,none,none,ownership,yes,True,male,male single,0
24,1474,4,3,33,1,1,so far so good,"[100, 500)","[0, 1)",real estate,skilled,no account,car,none,none,ownership,yes,True,male,male married/widowed,0
10,894,4,3,40,1,1,so far so good,no savings,"[4, 7)",building savings / life insurance,skilled,no account,retraining,none,none,ownership,yes,True,female,female divorced/separated/married,0
15,3343,4,2,28,1,1,critical,"[0, 100)","[1, 4)",none,skilled,no account,furniture,none,none,without payment,yes,True,male,male single,0
15,3959,3,2,29,1,1,so far so good,"[0, 100)","[1, 4)",building savings / life insurance,skilled,overdrawn,car,none,none,ownership,yes,True,female,female divorced/separated/married,1
9,3577,1,2,26,1,2,so far so good,"[100, 500)","[1, 4)",real estate,skilled,no account,car,guarantor,none,rent,none,False,male,male single,0
24,5804,4,2,27,2,1,critical,"[1000, inf)","[1, 4)",real estate,skilled,no account,used car,none,none,ownership,none,True,male,male single,0
18,2169,4,2,28,1,1,delay,"[0, 100)","[1, 4)",car,skilled,no account,business,none,none,ownership,yes,True,male,male married/widowed,1
24,2439,4,4,35,1,1,so far so good,"[0, 100)","[0, 1)",real estate,skilled,overdrawn,television,none,none,ownership,yes,True,female,female divorced/separated/married,1
27,4526,4,2,32,2,2,critical,"[1000, inf)","[0, 1)",real estate,unskilled,no account,furniture,none,consumer,ownership,yes,True,male,male single,0
10,2210,2,2,25,1,1,so far so good,"[0, 100)","[1, 4)",real estate,unskilled,no account,furniture,none,loan,rent,none,True,male,male single,1
15,2221,2,4,20,1,1,so far so good,"[500, 1000)","[1, 4)",car,skilled,no account,furniture,none,none,rent,none,True,female,female divorced/separated/married,0
18,2389,4,1,27,1,1,so far so good,"[0, 100)","[0, 1)",car,skilled,overdrawn,television,none,consumer,ownership,none,True,female,female divorced/separated/married,0
12,3331,2,4,42,1,1,critical,"[0, 100)","[7, inf)",building savings / life insurance,skilled,no account,furniture,none,consumer,ownership,none,True,male,male single,0
36,7409,3,2,37,2,1,so far so good,no savings,"[7, inf)",building savings / life insurance,skilled,no account,business,none,none,ownership,none,True,male,male single,0
12,652,4,4,24,1,1,so far so good,"[0, 100)","[7, inf)",building savings / life insurance,skilled,overdrawn,furniture,none,none,rent,none,True,female,female divorced/separated/married,0
36,7678,2,4,40,2,1,delay,"[500, 1000)","[4, 7)",car,skilled,no account,furniture,none,none,ownership,yes,True,female,female divorced/separated/married,0
6,1343,1,4,46,2,2,critical,"[0, 100)","[7, inf)",real estate,skilled,salary,car,none,none,ownership,none,False,male,male single,0
24,1382,4,1,26,2,1,critical,"[100, 500)","[4, 7)",real estate,skilled,overdrawn,business,none,none,ownership,yes,True,male,male single,0
15,874,4,1,24,1,1,so far so good,no savings,"[0, 1)",real estate,skilled,no account,appliances,none,none,ownership,none,True,female,female divorced/separated/married,0
12,3590,2,2,29,1,2,so far so good,"[0, 100)","[1, 4)",building savings / life insurance,unskilled,overdrawn,furniture,co-applicant,none,ownership,none,True,male,male single,0
11,1322,4,4,40,2,1,critical,"[1000, inf)","[1, 4)",car,skilled,petty,car,none,none,ownership,none,True,female,female divorced/separated/married,0
18,1940,3,4,36,1,1,duly paid back,"[0, 100)","[0, 1)",none,white color,overdrawn,television,co-applicant,loan,without payment,yes,True,male,male single,0
36,3595,4,2,28,1,1,so far so good,"[0, 100)","[7, inf)",car,skilled,no account,television,none,none,ownership,none,True,male,male single,0
9,1422,3,2,27,1,1,so far so good,"[0, 100)","[0, 1)",none,white color,overdrawn,car,none,none,without payment,yes,True,male,male single,1
30,6742,2,3,36,2,1,critical,no savings,"[4, 7)",building savings / life insurance,skilled,no account,television,none,none,ownership,none,True,male,male single,0
24,7814,3,3,38,1,1,so far so good,"[0, 100)","[4, 7)",car,white color,no account,used car,none,none,ownership,yes,True,male,male single,0
24,9277,2,4,48,1,1,so far so good,no savings,"[1, 4)",none,skilled,no account,used car,none,none,without payment,yes,True,male,male divorced/separated,0
30,2181,4,4,36,2,1,critical,no savings,"[7, inf)",real estate,skilled,petty,car,none,none,ownership,none,True,male,male single,0
18,1098,4,4,65,2,1,critical,"[0, 100)",unemployed,car,unemployed/unskilled non-resident,no account,television,none,none,ownership,none,True,female,female divorced/separated/married,0
24,4057,3,3,43,1,1,so far so good,"[0, 100)","[4, 7)",car,skilled,petty,furniture,none,none,ownership,yes,True,male,male divorced/separated,1
12,795,4,4,53,1,1,so far so good,"[0, 100)","[0, 1)",building savings / life insurance,skilled,overdrawn,education,none,none,ownership,none,True,female,female divorced/separated/married,1
24,2825,4,3,34,2,2,critical,no savings,"[4, 7)",none,skilled,petty,business,none,none,ownership,yes,True,male,male single,0
48,15672,2,2,23,1,1,so far so good,"[0, 100)","[1, 4)",car,skilled,petty,business,none,none,ownership,yes,True,male,male single,1
36,6614,4,4,34,2,1,critical,"[0, 100)","[7, inf)",car,white color,no account,car,none,none,ownership,yes,True,male,male single,0
28,7824,3,4,40,2,2,duly paid back,no savings,"[0, 1)",real estate,skilled,no account,used car,guarantor,loan,rent,yes,True,male,male single,0
27,2442,4,4,43,4,2,critical,"[0, 100)","[7, inf)",car,white color,overdrawn,business,none,consumer,ownership,yes,True,male,male single,0
15,1829,4,4,46,2,1,critical,"[0, 100)","[7, inf)",car,skilled,no account,television,none,none,ownership,yes,True,male,male single,0
12,2171,4,4,38,2,1,critical,"[0, 100)","[1, 4)",building savings / life insurance,unskilled,overdrawn,car,none,loan,ownership,none,False,male,male single,0
36,5800,3,4,34,2,1,critical,"[0, 100)","[1, 4)",car,skilled,petty,used car,none,none,ownership,yes,True,male,male single,0
18,1169,4,3,29,2,1,critical,no savings,"[1, 4)",building savings / life insurance,skilled,no account,television,none,none,ownership,yes,True,male,male single,0
36,8947,3,2,31,1,2,delay,no savings,"[4, 7)",car,white color,no account,used car,none,consumer,ownership,yes,True,male,male single,0
21,2606,4,4,28,1,1,so far so good,"[0, 100)","[0, 1)",building savings / life insurance,white color,overdrawn,television,none,none,rent,yes,True,female,female divorced/separated/married,0
12,1592,3,2,35,1,1,critical,"[1000, inf)","[4, 7)",building savings / life insurance,skilled,no account,furniture,none,none,ownership,none,False,female,female divorced/separated/married,0
15,2186,1,4,33,1,1,so far so good,no savings,"[4, 7)",real estate,unskilled,no account,furniture,none,loan,rent,none,True,female,female divorced/separated/married,0
18,4153,2,3,42,1,1,so far so good,"[0, 100)","[1, 4)",car,skilled,overdrawn,furniture,co-applicant,none,ownership,none,True,male,male single,1
16,2625,2,4,43,1,1,critical,"[0, 100)","[7, inf)",building savings / life insurance,skilled,overdrawn,car,guarantor,loan,rent,yes,True,male,male single,1
20,3485,2,4,44,2,1,critical,no savings,"[0, 1)",real estate,skilled,no account,car,none,none,ownership,yes,True,male,male divorced/separated,0
36,10477,2,4,42,2,1,critical,no savings,"[7, inf)",none,skilled,no account,used car,none,none,without payment,none,True,male,male single,0
15,1386,4,2,40,1,1,so far so good,no savings,"[1, 4)",real estate,skilled,no account,television,none,none,rent,yes,True,male,male married/widowed,0
24,1278,4,1,36,1,1,so far so good,"[0, 100)","[7, inf)",real estate,white color,no account,television,none,none,ownership,yes,True,male,male single,0
12,1107,2,2,20,1,2,so far so good,"[0, 100)","[1, 4)",real estate,white color,overdrawn,television,none,none,rent,yes,True,male,male single,0
21,3763,2,2,24,1,1,so far so good,no savings,"[4, 7)",real estate,unskilled,overdrawn,car,co-applicant,none,ownership,none,False,male,male single,0
36,3711,2,2,27,1,1,so far so good,no savings,"[1, 4)",car,skilled,petty,education,none,none,ownership,none,True,male,male married/widowed,0
15,3594,1,2,46,2,1,delay,"[0, 100)","[0, 1)",building savings / life insurance,unskilled,no account,used car,none,none,ownership,none,True,female,female divorced/separated/married,0
9,3195,1,2,33,1,1,so far so good,no savings,"[1, 4)",real estate,unskilled,petty,car,none,none,ownership,none,True,female,female divorced/separated/married,0
36,4454,4,4,34,2,1,delay,"[0, 100)","[1, 4)",real estate,skilled,no account,television,none,none,ownership,none,True,female,female divorced/separated/married,0
24,4736,2,4,25,1,1,critical,"[0, 100)","[0, 1)",car,unskilled,petty,furniture,none,loan,ownership,none,True,female,female divorced/separated/married,1
30,2991,2,4,25,1,1,so far so good,no savings,"[7, inf)",car,skilled,petty,television,none,none,ownership,none,True,female,female divorced/separated/married,0
11,2142,1,2,28,1,1,so far so good,"[1000, inf)","[7, inf)",real estate,skilled,no account,business,none,none,ownership,yes,True,male,male divorced/separated,0
24,3161,4,2,31,1,1,duly paid back,"[0, 100)","[1, 4)",building savings / life insurance,skilled,overdrawn,business,none,none,rent,yes,True,male,male single,1
48,18424,1,2,32,1,1,no loans,"[0, 100)","[1, 4)",building savings / life insurance,white color,petty,other,none,loan,ownership,yes,False,female,female divorced/separated/married,1
10,2848,1,2,32,1,2,so far so good,"[100, 500)","[1, 4)",real estate,skilled,no account,used car,co-applicant,none,ownership,none,True,male,male single,0
6,14896,1,4,68,1,1,so far so good,"[0, 100)","[7, inf)",none,white color,overdrawn,car,none,loan,ownership,yes,True,male,male single,1
24,2359,1,1,33,1,1,so far so good,"[100, 500)",unemployed,building savings / life insurance,skilled,overdrawn,furniture,none,none,ownership,none,True,male,male divorced/separated,1
24,3345,4,2,39,1,1,so far so good,"[0, 100)","[7, inf)",building savings / life insurance,white color,overdrawn,furniture,none,none,rent,yes,True,male,male single,1
18,1817,4,2,28,2,1,critical,"[0, 100)","[1, 4)",none,skilled,no account,furniture,none,none,ownership,none,True,female,female divorced/separated/married,0
48,12749,4,1,37,1,1,delay,"[500, 1000)","[4, 7)",car,white color,no account,television,none,none,ownership,yes,True,male,male single,0
9,1366,3,4,22,1,1,so far so good,"[0, 100)","[0, 1)",building savings / life insurance,skilled,overdrawn,television,none,none,rent,none,True,female,female divorced/separated/married,1
12,2002,3,4,30,1,2,so far so good,"[0, 100)","[4, 7)",building savings / life insurance,skilled,petty,car,none,none,rent,yes,True,male,male single,0
24,6872,2,1,55,1,1,duly paid back,"[0, 100)","[0, 1)",building savings / life insurance,skilled,overdrawn,furniture,none,loan,ownership,yes,True,male,male divorced/separated,1
12,697,4,2,46,2,1,duly paid back,"[0, 100)","[0, 1)",car,skilled,overdrawn,car,none,loan,ownership,yes,True,male,male single,1
18,1049,4,4,21,1,1,critical,"[0, 100)","[0, 1)",building savings / life insurance,skilled,overdrawn,furniture,none,none,rent,none,True,female,female divorced/separated/married,0
48,10297,4,4,39,3,2,so far so good,"[0, 100)","[4, 7)",none,skilled,overdrawn,used car,none,consumer,without payment,yes,True,male,male single,1
30,1867,4,4,58,1,1,so far so good,no savings,"[7, inf)",car,skilled,no account,television,none,none,ownership,yes,True,male,male single,0
12,1344,4,2,43,2,2,delay,"[0, 100)","[1, 4)",real estate,unskilled,overdrawn,car,none,none,ownership,none,True,male,male single,0
24,1747,4,1,24,1,1,so far so good,"[0, 100)","[0, 1)",building savings / life insurance,unskilled,overdrawn,furniture,co-applicant,none,ownership,none,False,male,male single,0
9,1670,4,2,22,1,1,so far so good,"[0, 100)","[0, 1)",car,skilled,petty,television,none,none,ownership,yes,True,female,female divorced/separated/married,1
9,1224,3,1,30,2,1,critical,"[0, 100)","[1, 4)",real estate,skilled,no account,car,none,none,ownership,none,True,male,male single,0
12,522,4,4,42,2,2,critical,"[500, 1000)","[7, inf)",building savings / life insurance,skilled,no account,television,none,none,ownership,yes,True,male,male single,0
12,1498,4,1,23,1,1,so far so good,"[0, 100)","[1, 4)",car,skilled,overdrawn,television,none,loan,ownership,none,True,female,female divorced/separated/married,0
30,1919,4,3,30,2,1,delay,"[100, 500)","[0, 1)",none,white color,petty,television,none,consumer,ownership,none,True,male,male single,1
9,745,3,2,28,1,1,so far so good,"[0, 100)","[1, 4)",real estate,unskilled,salary,television,none,none,ownership,none,True,female,female divorced/separated/married,1
6,2063,4,3,30,1,1,so far so good,"[0, 100)","[0, 1)",car,white color,petty,television,none,none,rent,yes,True,male,male married/widowed,0
60,6288,4,4,42,1,1,so far so good,"[0, 100)","[1, 4)",none,skilled,petty,education,none,none,without payment,none,True,male,male single,1
24,6842,2,4,46,2,2,critical,no savings,"[1, 4)",building savings / life insurance,white color,no account,used car,none,none,ownership,yes,True,male,male single,0
12,3527,2,3,45,1,2,so far so good,no savings,"[0, 1)",building savings / life insurance,white color,no account,car,none,none,ownership,yes,True,male,male single,0
10,1546,3,2,31,1,2,so far so good,"[0, 100)","[1, 4)",real estate,unskilled,no account,car,none,none,ownership,none,False,male,male single,0
24,929,4,2,31,1,1,so far so good,no savings,"[4, 7)",car,skilled,no account,furniture,none,consumer,ownership,yes,True,male,male single,0
4,1455,2,1,42,3,2,critical,"[0, 100)","[4, 7)",real estate,unskilled,no account,car,none,none,ownership,none,True,male,male single,0
15,1845,4,1,46,1,1,so far so good,"[0, 100)","[0, 1)",building savings / life insurance,skilled,overdrawn,furniture,guarantor,none,rent,none,True,female,female divorced/separated/married,0
48,8358,1,1,30,2,1,no loans,"[500, 1000)","[0, 1)",car,skilled,petty,car,none,none,ownership,none,True,female,female divorced/separated/married,0
24,3349,4,4,30,1,2,duly paid back,"[500, 1000)","[0, 1)",none,skilled,overdrawn,furniture,none,none,without payment,yes,True,male,male single,1
12,2859,4,4,38,1,1,so far so good,no savings,unemployed,none,white color,no account,car,none,none,ownership,yes,True,male,male single,0
18,1533,4,1,43,1,2,so far so good,"[0, 100)","[0, 1)",building savings / life insurance,unskilled,no account,furniture,co-applicant,none,ownership,none,True,male,male married/widowed,1
24,3621,2,4,31,2,1,so far so good,"[100, 500)","[7, inf)",car,skilled,no account,television,none,none,ownership,none,True,male,male single,1
18,3590,3,3,40,3,2,critical,"[0, 100)",unemployed,car,unemployed/unskilled non-resident,petty,business,none,none,ownership,yes,True,male,male married/widowed,0
36,2145,2,1,24,2,1,delay,"[0, 100)","[4, 7)",car,skilled,overdrawn,business,none,none,ownership,yes,True,male,male single,1
24,4113,3,4,28,1,1,so far so good,"[500, 1000)","[0, 1)",car,skilled,petty,used car,none,none,rent,none,True,female,female divorced/separated/married,1
36,10974,4,2,26,2,1,so far so good,"[0, 100)",unemployed,car,white color,no account,furniture,none,none,ownership,yes,True,female,female divorced/separated/married,1
12,1893,4,4,29,1,1,so far so good,"[0, 100)","[1, 4)",building savings / life insurance,skilled,overdrawn,car,guarantor,none,ownership,yes,True,female,female divorced/separated/married,0
24,1231,4,4,57,2,1,critical,"[1000, inf)","[7, inf)",building savings / life insurance,white color,overdrawn,television,none,none,rent,yes,True,female,female divorced/separated/married,0
30,3656,4,4,49,2,1,critical,no savings,"[7, inf)",building savings / life insurance,unskilled,salary,television,none,consumer,ownership,none,True,male,male single,0
9,1154,2,4,37,3,1,critical,"[0, 100)","[7, inf)",real estate,unskilled,petty,television,none,none,ownership,none,True,male,male single,0
28,4006,3,2,45,1,1,so far so good,"[0, 100)","[1, 4)",car,unskilled,overdrawn,car,none,none,ownership,none,True,male,male single,1
24,3069,4,4,30,1,1,so far so good,"[100, 500)","[7, inf)",none,skilled,petty,furniture,none,none,without payment,none,True,male,male single,0
6,1740,2,2,30,2,1,critical,"[0, 100)","[7, inf)",real estate,skilled,no account,television,none,none,rent,none,True,male,male married/widowed,0
21,2353,1,4,47,2,1,delay,"[0, 100)","[1, 4)",building savings / life insurance,skilled,petty,car,none,none,ownership,none,True,male,male divorced/separated,0
15,3556,3,2,29,1,1,so far so good,no savings,"[1, 4)",none,skilled,no account,car,none,none,ownership,none,True,male,male single,0
24,2397,3,2,35,2,1,so far so good,"[500, 1000)","[7, inf)",car,skilled,no account,television,none,loan,ownership,yes,True,male,male single,1
6,454,3,1,22,1,1,so far so good,"[0, 100)","[0, 1)",building savings / life insurance,unskilled,petty,repairs,none,none,ownership,none,True,male,male married/widowed,0
30,1715,4,1,26,1,1,so far so good,no savings,"[1, 4)",car,skilled,petty,television,none,none,ownership,none,True,female,female divorced/separated/married,0
27,2520,4,2,23,2,1,critical,"[500, 1000)","[1, 4)",building savings / life insurance,unskilled,petty,television,none,none,ownership,none,True,male,male single,1
15,3568,4,2,54,1,1,so far so good,"[0, 100)","[7, inf)",car,white color,no account,television,none,loan,rent,yes,True,female,female divorced/separated/married,0
42,7166,2,4,29,1,1,so far so good,no savings,"[4, 7)",building savings / life insurance,skilled,no account,television,none,none,rent,yes,True,male,male married/widowed,0
11,3939,1,2,40,2,2,critical,"[0, 100)","[1, 4)",real estate,unskilled,overdrawn,car,none,none,ownership,none,True,male,male single,0
15,1514,4,2,22,1,1,so far so good,"[100, 500)","[1, 4)",real estate,skilled,petty,repairs,guarantor,none,ownership,none,True,male,male single,0
24,7393,1,4,43,1,2,so far so good,"[0, 100)","[1, 4)",building savings / life insurance,unskilled,no account,car,none,none,ownership,none,True,male,male single,0
24,1193,1,4,29,2,1,duly paid back,"[0, 100)",unemployed,none,unemployed/unskilled non-resident,overdrawn,car,co-applicant,none,rent,none,True,female,female divorced/separated/married,1
60,7297,4,4,36,1,1,so far so good,"[0, 100)","[7, inf)",none,skilled,overdrawn,business,co-applicant,none,rent,none,True,male,male single,1
30,2831,4,2,33,1,1,critical,"[0, 100)","[1, 4)",car,skilled,no account,television,none,none,ownership,yes,True,female,female divorced/separated/married,0
24,1258,3,3,57,1,1,so far so good,"[500, 1000)","[1, 4)",car,unskilled,salary,television,none,none,ownership,none,True,female,female divorced/separated/married,0
6,753,2,3,64,1,1,so far so good,"[0, 100)","[1, 4)",real estate,skilled,petty,television,guarantor,none,ownership,none,True,female,female divorced/separated/married,0
18,2427,4,2,42,2,1,delay,no savings,"[7, inf)",building savings / life insurance,skilled,petty,business,none,none,ownership,none,True,male,male single,0
